Year,LSS Number,LSS Name,School Number,School Name,Star Rating,Total Points Earned Percentage,Percentile Rank Elementary,Percentile Rank Middle,Percentile Rank High
2019,30,Baltimore City,210,Hazelwood Elementary/Middle,2,34,1,7,na
2019,30,Baltimore City,211,Gardenville Elementary,2,43,6,na,na
2019,30,Baltimore City,212,Garrett Heights Elementary/Middle,2,43,9,17,na
2019,30,Baltimore City,213,Govans Elementary,2,44,7,na,na
2019,30,Baltimore City,214,Guilford Elementary/Middle,2,32,3,2,na
2019,30,Baltimore City,215,Highlandtown Elementary/Middle #215,3,50,28,21,na
2019,30,Baltimore City,217,Belmont Elementary,2,34,1,na,na
2019,30,Baltimore City,219,Yorkwood Elementary,3,55,27,na,na
2019,30,Baltimore City,220,Morrell Park Elementary/Middle,3,45,16,16,na
2019,30,Baltimore City,221,The Mount Washington School,3,59,72,30,na
2019,30,Baltimore City,223,Pimlico Elementary/Middle,1,23,0,4,na
2019,30,Baltimore City,225,Westport Academy,2,36,2,11,na
2019,30,Baltimore City,226,Violetville Elementary/Middle,3,46,11,27,na
2019,30,Baltimore City,228,John Ruhrah Elementary/Middle,3,47,7,36,na
2019,30,Baltimore City,229,Holabird Elementary/Middle,3,45,9,23,na
2019,30,Baltimore City,231,Brehms Lane Public Charter School,2,37,3,na,na
2019,30,Baltimore City,232,Thomas Jefferson Elementary/Middle,2,30,4,1,na
2019,30,Baltimore City,233,Roland Park Elementary/Middle,4,67,61,83,na
2019,30,Baltimore City,234,Arlington Elementary/Middle,3,47,11,32,na
2019,30,Baltimore City,235,Glenmount Elementary/Middle,3,47,13,30,na
2019,30,Baltimore City,236,Hamilton Elementary/Middle,3,55,16,63,na
2019,30,Baltimore City,237,Highlandtown Elementary/Middle #237,2,40,6,12,na
2019,30,Baltimore City,239,Benjamin Franklin High School at Masonville Cove,2,36,na,na,9
2019,30,Baltimore City,240,Graceland Park/O'Donnel Heights Elementary/Middle,2,43,14,9,na
2019,30,Baltimore City,241,Fallstaff Elementary/Middle,2,41,11,8,na
2019,30,Baltimore City,242,Northwood Elementary,3,50,16,na,na
2019,30,Baltimore City,243,Armistead Gardens Elementary/Middle,3,49,23,26,na
2019,30,Baltimore City,245,Leith Walk Elementary/Middle,2,39,7,8,na
2019,30,Baltimore City,246,Beechfield Elementary/Middle,2,33,1,6,na
2019,30,Baltimore City,247,Cross Country Elementary/Middle,3,57,23,68,na
2019,30,Baltimore City,248,Sinclair Lane Elementary,3,57,32,na,na
2019,30,Baltimore City,249,Medfield Heights Elementary,4,61,45,na,na
2019,30,Baltimore City,250,"Dr. Bernard Harris, Sr. Elementary",2,34,2,na,na
2019,30,Baltimore City,251,Callaway Elementary,3,54,25,na,na
2019,30,Baltimore City,254,"Dr. Martin Luther King, Jr. Elementary/Middle",1,28,0,3,na
2019,30,Baltimore City,256,Calvin M. Rodwell Elementary/Middle,2,41,7,12,na
2019,30,Baltimore City,260,Frederick Elementary,2,40,4,na,na
2019,30,Baltimore City,261,Lockerman Bundy Elementary,2,37,3,na,na
2019,30,Baltimore City,262,Empowerment Academy,3,59,42,57,na
2019,30,Baltimore City,301,William S. Baer School,1,19,0,0,na
2019,30,Baltimore City,314,Sharp-Leadenhall Elementary,3,52,19,na,na
2019,30,Baltimore City,321,Midtown Academy,4,65,61,73,na
2019,30,Baltimore City,322,New Song Academy,2,40,1,38,na
2019,30,Baltimore City,323,The Crossroads School,3,50,na,39,na
2019,30,Baltimore City,325,ConneXions: A  Community Based Arts School,2,36,na,5,15
2019,30,Baltimore City,326,City Neighbors Charter School,3,56,22,59,na
2019,30,Baltimore City,327,Patterson Park Public Charter School,3,59,42,58,na
2019,30,Baltimore City,328,Southwest Baltimore Charter School,3,46,3,54,na
2019,30,Baltimore City,330,Northwood Appold Community Academy,3,53,20,na,na
2019,30,Baltimore City,332,The Green School of Baltimore,4,64,56,na,na
2019,30,Baltimore City,333,Independence School Local I,2,38,na,na,13
2019,30,Baltimore City,335,Baltimore International Academy,3,59,40,58,na
2019,30,Baltimore City,336,Baltimore Montessori Public Charter School,3,57,42,50,na
2019,30,Baltimore City,337,Afya Public Charter School,3,45,na,28,na
2019,30,Baltimore City,341,The Reach! Partnership School,2,38,na,na,13
2019,30,Baltimore City,345,Joseph C. Briscoe Academy,1,16,na,0,na
2019,30,Baltimore City,346,City Neighbors Hamilton,3,52,17,49,na
2019,30,Baltimore City,347,KIPP Harmony Academy,2,40,10,7,na
2019,30,Baltimore City,348,Baltimore Leadership School for Young Women,3,45,na,10,36
2019,30,Baltimore City,349,N.A.C.A. Freedom and Democracy Academy II,1,28,na,4,2
2019,30,Baltimore City,357,Banneker Blake Academy of Arts and Sciences,1,28,na,2,na
2019,30,Baltimore City,362,Bard High School Early College,3,55,na,na,36
2019,30,Baltimore City,364,Bluford Drew Jemison STEM Academy West,1,29,na,1,6
2019,30,Baltimore City,368,Elmer A. Henderson: A Johns Hopkins Partnership Sc,3,56,31,55,na
2019,30,Baltimore City,371,Lillie May Carroll Jackson School,2,43,2,43,na
2019,30,Baltimore City,373,Tunbridge Public Charter School,4,66,56,83,na
2019,30,Baltimore City,374,Vanguard Collegiate Middle,2,39,na,14,na
2019,30,Baltimore City,375,Baltimore Collegiate School for Boys,2,41,4,19,na
2019,30,Baltimore City,376,City Neighbors High,3,49,na,na,28
2019,30,Baltimore City,377,Green Street Academy,3,52,na,54,26
2019,30,Baltimore City,379,Roots and Branches School,2,35,2,na,na
2019,30,Baltimore City,381,Monarch Academy Public Charter School,2,31,0,4,na
2019,30,Baltimore City,382,Baltimore Design School,3,55,na,23,63
2019,30,Baltimore City,384,Creative City Public Charter School,2,40,5,na,na
2019,30,Baltimore City,400,Edmondson-Westside High,3,46,na,na,23
2019,30,Baltimore City,403,Baltimore Polytechnic Institute,5,77,na,na,88
2019,30,Baltimore City,405,Patterson High,2,36,na,na,8
2019,30,Baltimore City,406,Forest Park High,2,38,na,na,12
2019,30,Baltimore City,407,Western High,3,59,na,na,46
2019,30,Baltimore City,410,Mergenthaler Vocational-Technical High,3,50,na,na,31
2019,30,Baltimore City,413,Achievement Academy at Harbor City High,1,23,na,na,0
2019,30,Baltimore City,414,Paul Laurence Dunbar High,3,50,na,na,30
2019,30,Baltimore City,415,Baltimore School for the Arts,4,73,na,na,79
2019,30,Baltimore City,416,Digital Harbor High School,2,41,na,na,16
2019,30,Baltimore City,419,Reginald F. Lewis High,2,38,na,na,12
2019,30,Baltimore City,421,National Academy Foundation,2,33,na,1,11
2019,30,Baltimore City,422,New Era Academy,2,34,na,na,7
2019,30,Baltimore City,427,Academy for College and Career Exploration,2,32,na,2,9
2019,30,Baltimore City,429,Vivien T. Thomas Medical Arts Academy,3,46,na,na,22
2019,30,Baltimore City,430,Augusta Fells Savage Institute of Visual Arts,2,34,na,na,7
2019,30,Baltimore City,432,Coppin Academy,3,45,na,na,20
2019,30,Baltimore City,433,Renaissance Academy,1,28,na,na,5
2019,30,Baltimore City,450,Frederick Douglass High,2,35,na,na,8
2019,30,Baltimore City,454,Carver Vocational-Technical High,2,43,na,na,19
2019,30,Baltimore City,480,Baltimore City College,4,72,na,na,76
2019,32,SEED,1000,The Seed School of Maryland,3,55,na,35,51
